model,kind,uid,source,harmful,split,role,design,n_tokens,content_tokens,t_inst,t_post_inst,slot_is_fixed
llama3.1-8b,fitting,0f55fc12742c,sorry-bench,True,train,user,natural_slot,56,15,50,55,False
llama3.1-8b,fitting,0f55fc12742c,sorry-bench,True,train,tool,natural_slot,75,15,69,74,False
llama3.1-8b,fitting,0f55fc12742c,sorry-bench,True,train,assistant,natural_slot,65,15,59,64,False
llama3.1-8b,fitting,4d779965c351,advbench,True,test,system,fixed_slot,54,15,39,53,False
llama3.1-8b,fitting,4d779965c351,advbench,True,test,user,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,4d779965c351,advbench,True,test,tool,fixed_slot,68,15,61,67,True
llama3.1-8b,fitting,4d779965c351,advbench,True,test,assistant,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,4d779965c351,advbench,True,test,system,natural_slot,54,15,39,53,False
llama3.1-8b,fitting,4d779965c351,advbench,True,test,user,natural_slot,56,15,50,55,False
llama3.1-8b,fitting,4d779965c351,advbench,True,test,tool,natural_slot,76,15,69,75,False
llama3.1-8b,fitting,4d779965c351,advbench,True,test,assistant,natural_slot,65,15,59,64,False
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,tool,fixed_slot,66,13,59,65,True
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,tool,natural_slot,74,13,67,73,False
llama3.1-8b,fitting,d5d3fd47bf94,jbb,True,test,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,system,fixed_slot,58,19,43,57,False
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,user,fixed_slot,69,19,63,68,True
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,tool,fixed_slot,71,19,65,70,True
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,assistant,fixed_slot,69,19,63,68,True
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,system,natural_slot,58,19,43,57,False
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,user,natural_slot,60,19,54,59,False
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,tool,natural_slot,79,19,73,78,False
llama3.1-8b,fitting,94fdff844253,sorry-bench,True,train,assistant,natural_slot,69,19,63,68,False
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,system,fixed_slot,50,11,35,49,False
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,user,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,tool,fixed_slot,64,11,57,63,True
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,assistant,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,system,natural_slot,50,11,35,49,False
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,user,natural_slot,52,11,46,51,False
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,tool,natural_slot,72,11,65,71,False
llama3.1-8b,fitting,0fb7b44a8153,advbench,True,train,assistant,natural_slot,61,11,55,60,False
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,system,fixed_slot,56,17,41,55,False
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,user,fixed_slot,67,17,61,66,True
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,tool,fixed_slot,70,17,63,69,True
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,assistant,fixed_slot,67,17,61,66,True
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,system,natural_slot,56,17,41,55,False
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,user,natural_slot,58,17,52,57,False
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,tool,natural_slot,78,17,71,77,False
llama3.1-8b,fitting,3c53879aab10,jbb,True,train,assistant,natural_slot,67,17,61,66,False
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,system,fixed_slot,66,27,51,65,False
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,user,fixed_slot,77,27,71,76,True
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,tool,fixed_slot,78,27,72,77,True
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,assistant,fixed_slot,77,27,71,76,True
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,system,natural_slot,66,27,51,65,False
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,user,natural_slot,68,27,62,67,False
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,tool,natural_slot,86,27,80,85,False
llama3.1-8b,fitting,c4773784f0f2,sorry-bench,True,train,assistant,natural_slot,77,27,71,76,False
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,system,fixed_slot,51,12,36,50,False
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,user,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,tool,fixed_slot,65,12,58,64,True
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,assistant,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,system,natural_slot,51,12,36,50,False
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,user,natural_slot,53,12,47,52,False
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,tool,natural_slot,73,12,66,72,False
llama3.1-8b,fitting,b3d64f628f4b,advbench,True,test,assistant,natural_slot,62,12,56,61,False
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,system,fixed_slot,53,14,38,52,False
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,user,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,tool,fixed_slot,67,14,60,66,True
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,assistant,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,system,natural_slot,53,14,38,52,False
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,user,natural_slot,55,14,49,54,False
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,tool,natural_slot,75,14,68,74,False
llama3.1-8b,fitting,f2fcd0255972,jbb,True,train,assistant,natural_slot,64,14,58,63,False
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,system,fixed_slot,66,27,51,65,False
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,user,fixed_slot,77,27,71,76,True
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,tool,fixed_slot,79,27,73,78,True
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,assistant,fixed_slot,77,27,71,76,True
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,system,natural_slot,66,27,51,65,False
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,user,natural_slot,68,27,62,67,False
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,tool,natural_slot,87,27,81,86,False
llama3.1-8b,fitting,aa7c9d01f899,sorry-bench,True,train,assistant,natural_slot,77,27,71,76,False
llama3.1-8b,fitting,f71de175b363,advbench,True,train,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,f71de175b363,advbench,True,train,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,f71de175b363,advbench,True,train,tool,fixed_slot,66,13,59,65,True
llama3.1-8b,fitting,f71de175b363,advbench,True,train,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,f71de175b363,advbench,True,train,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,f71de175b363,advbench,True,train,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,f71de175b363,advbench,True,train,tool,natural_slot,74,13,67,73,False
llama3.1-8b,fitting,f71de175b363,advbench,True,train,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,f450019c82af,jbb,True,test,system,fixed_slot,55,16,40,54,False
llama3.1-8b,fitting,f450019c82af,jbb,True,test,user,fixed_slot,66,16,60,65,True
llama3.1-8b,fitting,f450019c82af,jbb,True,test,tool,fixed_slot,69,16,62,68,True
llama3.1-8b,fitting,f450019c82af,jbb,True,test,assistant,fixed_slot,66,16,60,65,True
llama3.1-8b,fitting,f450019c82af,jbb,True,test,system,natural_slot,55,16,40,54,False
llama3.1-8b,fitting,f450019c82af,jbb,True,test,user,natural_slot,57,16,51,56,False
llama3.1-8b,fitting,f450019c82af,jbb,True,test,tool,natural_slot,77,16,70,76,False
llama3.1-8b,fitting,f450019c82af,jbb,True,test,assistant,natural_slot,66,16,60,65,False
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,system,fixed_slot,76,37,61,75,False
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,user,fixed_slot,87,37,81,86,True
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,tool,fixed_slot,89,37,83,88,True
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,assistant,fixed_slot,87,37,81,86,True
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,system,natural_slot,76,37,61,75,False
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,user,natural_slot,78,37,72,77,False
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,tool,natural_slot,97,37,91,96,False
llama3.1-8b,fitting,307110c155df,sorry-bench,True,train,assistant,natural_slot,87,37,81,86,False
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,system,fixed_slot,49,10,34,48,False
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,user,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,tool,fixed_slot,62,10,55,61,True
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,assistant,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,system,natural_slot,49,10,34,48,False
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,user,natural_slot,51,10,45,50,False
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,tool,natural_slot,70,10,63,69,False
llama3.1-8b,fitting,b68fb9257312,advbench,True,train,assistant,natural_slot,60,10,54,59,False
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,system,fixed_slot,44,5,29,43,False
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,user,fixed_slot,55,5,49,54,True
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,tool,fixed_slot,58,5,51,57,True
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,assistant,fixed_slot,55,5,49,54,True
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,system,natural_slot,44,5,29,43,False
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,user,natural_slot,46,5,40,45,False
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,tool,natural_slot,66,5,59,65,False
llama3.1-8b,fitting,c9c74db918a4,jbb,True,train,assistant,natural_slot,55,5,49,54,False
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,system,fixed_slot,59,20,44,58,False
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,user,fixed_slot,70,20,64,69,True
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,tool,fixed_slot,72,20,66,71,True
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,assistant,fixed_slot,70,20,64,69,True
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,system,natural_slot,59,20,44,58,False
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,user,natural_slot,61,20,55,60,False
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,tool,natural_slot,80,20,74,79,False
llama3.1-8b,fitting,86ad5cdedfd1,sorry-bench,True,train,assistant,natural_slot,70,20,64,69,False
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,system,fixed_slot,51,12,36,50,False
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,user,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,tool,fixed_slot,65,12,58,64,True
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,assistant,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,system,natural_slot,51,12,36,50,False
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,user,natural_slot,53,12,47,52,False
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,tool,natural_slot,73,12,66,72,False
llama3.1-8b,fitting,d75163fb402d,advbench,True,test,assistant,natural_slot,62,12,56,61,False
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,system,fixed_slot,51,12,36,50,False
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,user,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,tool,fixed_slot,65,12,58,64,True
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,assistant,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,system,natural_slot,51,12,36,50,False
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,user,natural_slot,53,12,47,52,False
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,tool,natural_slot,73,12,66,72,False
llama3.1-8b,fitting,f9a57d4efcd0,jbb,True,train,assistant,natural_slot,62,12,56,61,False
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,system,fixed_slot,55,16,40,54,False
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,user,fixed_slot,66,16,60,65,True
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,tool,fixed_slot,68,16,62,67,True
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,assistant,fixed_slot,66,16,60,65,True
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,system,natural_slot,55,16,40,54,False
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,user,natural_slot,57,16,51,56,False
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,tool,natural_slot,76,16,70,75,False
llama3.1-8b,fitting,8bdb8423ca93,sorry-bench,True,train,assistant,natural_slot,66,16,60,65,False
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,system,fixed_slot,54,15,39,53,False
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,user,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,tool,fixed_slot,68,15,61,67,True
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,assistant,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,system,natural_slot,54,15,39,53,False
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,user,natural_slot,56,15,50,55,False
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,tool,natural_slot,76,15,69,75,False
llama3.1-8b,fitting,b5d22ca1321e,advbench,True,train,assistant,natural_slot,65,15,59,64,False
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,system,fixed_slot,56,17,41,55,False
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,user,fixed_slot,67,17,61,66,True
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,tool,fixed_slot,70,17,63,69,True
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,assistant,fixed_slot,67,17,61,66,True
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,system,natural_slot,56,17,41,55,False
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,user,natural_slot,58,17,52,57,False
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,tool,natural_slot,78,17,71,77,False
llama3.1-8b,fitting,dfdee2a12567,jbb,True,train,assistant,natural_slot,67,17,61,66,False
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,system,fixed_slot,58,19,43,57,False
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,user,fixed_slot,69,19,63,68,True
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,tool,fixed_slot,71,19,65,70,True
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,assistant,fixed_slot,69,19,63,68,True
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,system,natural_slot,58,19,43,57,False
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,user,natural_slot,60,19,54,59,False
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,tool,natural_slot,79,19,73,78,False
llama3.1-8b,fitting,69756a3b9bf7,sorry-bench,True,train,assistant,natural_slot,69,19,63,68,False
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,tool,fixed_slot,66,13,59,65,True
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,tool,natural_slot,74,13,67,73,False
llama3.1-8b,fitting,3c923ba3d1c2,advbench,True,train,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,system,fixed_slot,55,16,40,54,False
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,user,fixed_slot,66,16,60,65,True
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,tool,fixed_slot,69,16,62,68,True
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,assistant,fixed_slot,66,16,60,65,True
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,system,natural_slot,55,16,40,54,False
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,user,natural_slot,57,16,51,56,False
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,tool,natural_slot,77,16,70,76,False
llama3.1-8b,fitting,a62eb030c706,jbb,True,train,assistant,natural_slot,66,16,60,65,False
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,system,fixed_slot,73,34,58,72,False
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,user,fixed_slot,84,34,78,83,True
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,tool,fixed_slot,87,35,81,86,True
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,assistant,fixed_slot,84,34,78,83,True
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,system,natural_slot,73,34,58,72,False
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,user,natural_slot,75,34,69,74,False
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,tool,natural_slot,95,35,89,94,False
llama3.1-8b,fitting,540fe1bca9df,sorry-bench,True,train,assistant,natural_slot,84,34,78,83,False
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,tool,fixed_slot,66,13,59,65,True
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,tool,natural_slot,74,13,67,73,False
llama3.1-8b,fitting,169c50df81e4,advbench,True,train,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,503137b746ec,jbb,True,train,system,fixed_slot,53,14,38,52,False
llama3.1-8b,fitting,503137b746ec,jbb,True,train,user,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,503137b746ec,jbb,True,train,tool,fixed_slot,67,14,60,66,True
llama3.1-8b,fitting,503137b746ec,jbb,True,train,assistant,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,503137b746ec,jbb,True,train,system,natural_slot,53,14,38,52,False
llama3.1-8b,fitting,503137b746ec,jbb,True,train,user,natural_slot,55,14,49,54,False
llama3.1-8b,fitting,503137b746ec,jbb,True,train,tool,natural_slot,75,14,68,74,False
llama3.1-8b,fitting,503137b746ec,jbb,True,train,assistant,natural_slot,64,14,58,63,False
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,system,fixed_slot,74,35,59,73,False
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,user,fixed_slot,85,35,79,84,True
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,tool,fixed_slot,86,35,80,85,True
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,assistant,fixed_slot,85,35,79,84,True
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,system,natural_slot,74,35,59,73,False
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,user,natural_slot,76,35,70,75,False
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,tool,natural_slot,94,35,88,93,False
llama3.1-8b,fitting,ab3a3f2ebc04,sorry-bench,True,train,assistant,natural_slot,85,35,79,84,False
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,tool,fixed_slot,62,9,55,61,True
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,tool,natural_slot,70,9,63,69,False
llama3.1-8b,fitting,53c67c7f6fee,advbench,True,train,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,system,fixed_slot,59,20,44,58,False
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,user,fixed_slot,70,20,64,69,True
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,tool,fixed_slot,73,20,66,72,True
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,assistant,fixed_slot,70,20,64,69,True
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,system,natural_slot,59,20,44,58,False
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,user,natural_slot,61,20,55,60,False
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,tool,natural_slot,81,20,74,80,False
llama3.1-8b,fitting,59bf061a5ea2,jbb,True,train,assistant,natural_slot,70,20,64,69,False
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,system,fixed_slot,67,28,52,66,False
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,user,fixed_slot,78,28,72,77,True
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,tool,fixed_slot,79,28,73,78,True
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,assistant,fixed_slot,78,28,72,77,True
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,system,natural_slot,67,28,52,66,False
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,user,natural_slot,69,28,63,68,False
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,tool,natural_slot,87,28,81,86,False
llama3.1-8b,fitting,8fec1d8cc38e,sorry-bench,True,train,assistant,natural_slot,78,28,72,77,False
llama3.1-8b,fitting,6c773b138157,advbench,True,train,system,fixed_slot,53,14,38,52,False
llama3.1-8b,fitting,6c773b138157,advbench,True,train,user,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,6c773b138157,advbench,True,train,tool,fixed_slot,67,14,60,66,True
llama3.1-8b,fitting,6c773b138157,advbench,True,train,assistant,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,6c773b138157,advbench,True,train,system,natural_slot,53,14,38,52,False
llama3.1-8b,fitting,6c773b138157,advbench,True,train,user,natural_slot,55,14,49,54,False
llama3.1-8b,fitting,6c773b138157,advbench,True,train,tool,natural_slot,75,14,68,74,False
llama3.1-8b,fitting,6c773b138157,advbench,True,train,assistant,natural_slot,64,14,58,63,False
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,system,fixed_slot,57,18,42,56,False
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,user,fixed_slot,68,18,62,67,True
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,tool,fixed_slot,71,18,64,70,True
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,assistant,fixed_slot,68,18,62,67,True
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,system,natural_slot,57,18,42,56,False
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,user,natural_slot,59,18,53,58,False
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,tool,natural_slot,79,18,72,78,False
llama3.1-8b,fitting,86ccf594db67,jbb,True,train,assistant,natural_slot,68,18,62,67,False
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,system,fixed_slot,60,21,45,59,False
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,user,fixed_slot,71,21,65,70,True
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,tool,fixed_slot,73,21,67,72,True
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,assistant,fixed_slot,71,21,65,70,True
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,system,natural_slot,60,21,45,59,False
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,user,natural_slot,62,21,56,61,False
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,tool,natural_slot,81,21,75,80,False
llama3.1-8b,fitting,6bcbf5ef9f1a,sorry-bench,True,test,assistant,natural_slot,71,21,65,70,False
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,system,fixed_slot,54,15,39,53,False
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,user,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,tool,fixed_slot,68,15,61,67,True
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,assistant,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,system,natural_slot,54,15,39,53,False
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,user,natural_slot,56,15,50,55,False
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,tool,natural_slot,76,15,69,75,False
llama3.1-8b,fitting,577abbc29d03,advbench,True,train,assistant,natural_slot,65,15,59,64,False
llama3.1-8b,fitting,067979fd74ef,jbb,True,train,system,fixed_slot,51,12,36,50,False
llama3.1-8b,fitting,067979fd74ef,jbb,True,train,user,fixed_slot,62,12,56,61,True
