model,kind,uid,source,harmful,split,role,design,n_tokens,content_tokens,t_inst,t_post_inst,slot_is_fixed
qwen2.5-7b,fitting,c699d4581cb6,xstest_safe,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,c699d4581cb6,xstest_safe,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,c699d4581cb6,xstest_safe,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,2ca31d9e4bc1,alpaca,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,system,fixed_slot,21,4,6,20,False
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,user,fixed_slot,32,4,26,31,True
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,tool,fixed_slot,40,4,30,39,True
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,assistant,fixed_slot,32,4,26,31,True
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,system,natural_slot,21,4,6,20,False
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,user,natural_slot,23,4,17,22,False
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,tool,natural_slot,48,4,38,47,False
qwen2.5-7b,fitting,022ebdf50d4f,xstest_safe,False,train,assistant,natural_slot,32,4,26,31,False
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,eb2499671db5,alpaca,False,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,system,fixed_slot,26,9,11,25,False
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,user,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,tool,fixed_slot,45,9,35,44,True
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,assistant,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,system,natural_slot,26,9,11,25,False
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,user,natural_slot,28,9,22,27,False
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,tool,natural_slot,53,9,43,52,False
qwen2.5-7b,fitting,a9367efebeb8,xstest_safe,False,test,assistant,natural_slot,37,9,31,36,False
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,system,fixed_slot,26,9,11,25,False
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,user,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,tool,fixed_slot,46,9,35,45,True
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,assistant,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,system,natural_slot,26,9,11,25,False
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,user,natural_slot,28,9,22,27,False
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,tool,natural_slot,54,9,43,53,False
qwen2.5-7b,fitting,ef4f0af42c9e,alpaca,False,train,assistant,natural_slot,37,9,31,36,False
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,f77901c58c7e,xstest_safe,False,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,6bfe7b428cca,alpaca,False,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,system,fixed_slot,25,8,10,24,False
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,user,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,tool,fixed_slot,44,8,34,43,True
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,assistant,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,system,natural_slot,25,8,10,24,False
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,user,natural_slot,27,8,21,26,False
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,tool,natural_slot,52,8,42,51,False
qwen2.5-7b,fitting,6530ba1ecedf,xstest_safe,False,train,assistant,natural_slot,36,8,30,35,False
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,d1c8a894ff71,alpaca,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,44ddfbaf6137,xstest_safe,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,system,fixed_slot,33,16,18,32,False
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,user,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,tool,fixed_slot,53,16,42,52,True
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,assistant,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,system,natural_slot,33,16,18,32,False
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,user,natural_slot,35,16,29,34,False
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,tool,natural_slot,61,16,50,60,False
qwen2.5-7b,fitting,b1fad2134f5d,alpaca,False,train,assistant,natural_slot,44,16,38,43,False
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,835dda0da1d6,xstest_safe,False,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,system,fixed_slot,31,14,16,30,False
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,user,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,tool,fixed_slot,50,14,40,49,True
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,assistant,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,system,natural_slot,31,14,16,30,False
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,user,natural_slot,33,14,27,32,False
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,tool,natural_slot,58,14,48,57,False
qwen2.5-7b,fitting,de15fe600c5b,alpaca,False,train,assistant,natural_slot,42,14,36,41,False
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,ada31462585b,xstest_safe,False,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,0a96c2391ef1,alpaca,False,test,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,system,fixed_slot,30,13,15,29,False
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,user,fixed_slot,41,13,35,40,True
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,tool,fixed_slot,49,13,39,48,True
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,assistant,fixed_slot,41,13,35,40,True
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,system,natural_slot,30,13,15,29,False
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,user,natural_slot,32,13,26,31,False
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,tool,natural_slot,57,13,47,56,False
qwen2.5-7b,fitting,89af7225eaef,xstest_safe,False,train,assistant,natural_slot,41,13,35,40,False
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,system,fixed_slot,37,20,22,36,False
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,user,fixed_slot,48,20,42,47,True
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,tool,fixed_slot,56,20,46,55,True
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,assistant,fixed_slot,48,20,42,47,True
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,system,natural_slot,37,20,22,36,False
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,user,natural_slot,39,20,33,38,False
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,tool,natural_slot,64,20,54,63,False
qwen2.5-7b,fitting,d943b8f3286d,alpaca,False,test,assistant,natural_slot,48,20,42,47,False
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,82ecfe0ee0f7,xstest_safe,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,f5738956f393,alpaca,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,266f5b1d834d,xstest_safe,False,test,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,cc224f8a130c,alpaca,False,test,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,system,fixed_slot,32,15,17,31,False
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,user,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,tool,fixed_slot,51,15,41,50,True
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,assistant,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,system,natural_slot,32,15,17,31,False
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,user,natural_slot,34,15,28,33,False
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,tool,natural_slot,59,15,49,58,False
qwen2.5-7b,fitting,e0623cf5a547,xstest_safe,False,train,assistant,natural_slot,43,15,37,42,False
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,system,fixed_slot,33,16,18,32,False
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,user,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,tool,fixed_slot,52,16,42,51,True
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,assistant,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,system,natural_slot,33,16,18,32,False
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,user,natural_slot,35,16,29,34,False
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,tool,natural_slot,60,16,50,59,False
qwen2.5-7b,fitting,a7fd2b4b98e6,alpaca,False,train,assistant,natural_slot,44,16,38,43,False
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,tool,fixed_slot,46,10,36,45,True
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,tool,natural_slot,54,10,44,53,False
qwen2.5-7b,fitting,ff78a383dd23,xstest_safe,False,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,system,fixed_slot,45,28,30,44,False
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,user,fixed_slot,56,28,50,55,True
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,tool,fixed_slot,64,28,54,63,True
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,assistant,fixed_slot,56,28,50,55,True
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,system,natural_slot,45,28,30,44,False
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,user,natural_slot,47,28,41,46,False
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,tool,natural_slot,72,28,62,71,False
qwen2.5-7b,fitting,149243a897fe,alpaca,False,train,assistant,natural_slot,56,28,50,55,False
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,system,fixed_slot,26,9,11,25,False
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,user,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,tool,fixed_slot,45,9,35,44,True
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,assistant,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,system,natural_slot,26,9,11,25,False
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,user,natural_slot,28,9,22,27,False
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,tool,natural_slot,53,9,43,52,False
qwen2.5-7b,fitting,914d8d44387f,xstest_safe,False,train,assistant,natural_slot,37,9,31,36,False
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,system,fixed_slot,25,8,10,24,False
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,user,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,tool,fixed_slot,44,8,34,43,True
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,assistant,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,system,natural_slot,25,8,10,24,False
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,user,natural_slot,27,8,21,26,False
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,tool,natural_slot,52,8,42,51,False
qwen2.5-7b,fitting,f12777e5ef3c,alpaca,False,train,assistant,natural_slot,36,8,30,35,False
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,tool,fixed_slot,47,11,37,46,True
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,tool,natural_slot,55,11,45,54,False
qwen2.5-7b,fitting,742ec34e671f,xstest_safe,False,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,system,fixed_slot,22,5,7,21,False
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,user,fixed_slot,33,5,27,32,True
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,tool,fixed_slot,41,5,31,40,True
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,assistant,fixed_slot,33,5,27,32,True
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,system,natural_slot,22,5,7,21,False
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,user,natural_slot,24,5,18,23,False
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,tool,natural_slot,49,5,39,48,False
qwen2.5-7b,fitting,7f21786cb8ed,alpaca,False,test,assistant,natural_slot,33,5,27,32,False
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,system,fixed_slot,25,8,10,24,False
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,user,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,tool,fixed_slot,44,8,34,43,True
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,assistant,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,system,natural_slot,25,8,10,24,False
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,user,natural_slot,27,8,21,26,False
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,tool,natural_slot,52,8,42,51,False
qwen2.5-7b,fitting,c504b88c6c0c,xstest_safe,False,train,assistant,natural_slot,36,8,30,35,False
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,system,fixed_slot,31,14,16,30,False
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,user,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,tool,fixed_slot,50,14,40,49,True
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,assistant,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,system,natural_slot,31,14,16,30,False
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,user,natural_slot,33,14,27,32,False
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,tool,natural_slot,58,14,48,57,False
qwen2.5-7b,fitting,83e24fdffc5a,alpaca,False,test,assistant,natural_slot,42,14,36,41,False
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,system,fixed_slot,30,13,15,29,False
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,user,fixed_slot,41,13,35,40,True
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,tool,fixed_slot,49,13,39,48,True
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,assistant,fixed_slot,41,13,35,40,True
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,system,natural_slot,30,13,15,29,False
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,user,natural_slot,32,13,26,31,False
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,tool,natural_slot,57,13,47,56,False
qwen2.5-7b,fitting,9ea835f50183,xstest_safe,False,test,assistant,natural_slot,41,13,35,40,False
qwen2.5-7b,fitting,e6c7300b92e2,alpaca,False,train,system,fixed_slot,35,18,20,34,False
qwen2.5-7b,fitting,e6c7300b92e2,alpaca,False,train,user,fixed_slot,46,18,40,45,True
qwen2.5-7b,fitting,e6c7300b92e2,alpaca,False,train,tool,fixed_slot,54,18,44,53,True
qwen2.5-7b,fitting,e6c7300b92e2,alpaca,False,train,assistant,fixed_slot,46,18,40,45,True
qwen2.5-7b,fitting,e6c7300b92e2,alpaca,False,train,system,natural_slot,35,18,20,34,False
qwen2.5-7b,fitting,e6c7300b92e2,alpaca,False,train,user,natural_slot,37,18,31,36,False
